times,assemble_time1,assemble_time2,assemble_time3,assemble_time4,assemble_time5,assemble_time6,assemble_time7,assemble_time8,assemble_time9,assemble_time10,assemble_time11,assemble_time12,assemble_time13,assemble_time14,assemble_time15,assemble_time16,assemble_time17,assemble_time18,assemble_time19,assemble_time20,assemble_time21,assemble_time22,assemble_time23,assemble_time24,assemble_time25,assemble_time26,assemble_time27,assemble_time28,assemble_time29,assemble_time30,assemble_time31,assemble_time32,assemble_time33,assemble_time34,assemble_time35,assemble_time36,assemble_time37,assemble_time38,assemble_time39,assemble_time40,assemble_time41,assemble_time42,assemble_time43,assemble_time44,assemble_time45,assemble_time46,assemble_time47,assemble_time48,assemble_time49,assemble_time50,assemble_time51,assemble_time52,assemble_time53,assemble_time54,assemble_time55,assemble_time56,assemble_time57,assemble_time58,assemble_time59,assemble_time60,assemble_time61,assemble_time62,assemble_time63,assemble_time64,assemble_time65,assemble_time66,assemble_time67,assemble_time68,assemble_time69,assemble_time70,assemble_time71,assemble_time72,assemble_time73,assemble_time74,assemble_time75,assemble_time76,assemble_time77,assemble_time78,assemble_time79,assemble_time80,assemble_time81,assemble_time82,assemble_time83,assemble_time84,assemble_time85,assemble_time86,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20,date21,date22,date23,date24,date25,date26,date27,date28,date29,date30,date31,date32,date33,date34,date35,date36,date37,date38,date39,date40,date41,date42,date43,date44,date45,date46,date47,date48,date49,date50,date51,date52,date53,date54,date55,date56,date57,date58,date59,date60,date61,date62,date63,date64,date65,date66,date67,date68,date69,date70,date71,date72,date73,date74,date75,date76,date77,date78,date79,date80,date81,date82,date83,date84,date85,date86,hours1,hours2,hours3,hours4,hours5,hours6,hours7,hours8,hours9,hours10,hours11,hours12,hours13,hours14,hours15,hours16,hours17,hours18,hours19,hours20,hours21,hours22,hours23,hours24,hours25,hours26,hours27,hours28,hours29,hours30,hours31,hours32,hours33,hours34,hours35,hours36,hours37,hours38,hours39,hours40,hours41,hours42,hours43,hours44,hours45,hours46,hours47,hours48,hours49,hours50,hours51,hours52,hours53,hours54,hours55,hours56,hours57,hours58,hours59,hours60,hours61,hours62,hours63,hours64,hours65,hours66,hours67,hours68,hours69,hours70,hours71,hours72,hours73,hours74,hours75,hours76,hours77,hours78,hours79,hours80,hours81,hours82,hours83,hours84,hours85,hours86
86,1824,1837,5497,5505,3706,4501,7544,1798,1791,1799,12596,601,4345,4349,3643,612,9222,1839,1869,1883,759,1142,1138,1089,1089,1084,2400,1094,1080,728,715,730,714,1804,3606,5396,1787,1797,7234,1822,1844,1836,2454,1830 ,1818 ,5505 ,5508 ,3716 ,4481 ,7539 ,1800 ,1803 ,1807 ,12583 ,597 ,4331 ,4342 ,3633 ,619 ,9230 ,1842 ,1873 ,1892 ,760 ,1134 ,1133 ,1088 ,1085 ,1093 ,2400 ,1090 ,1074 ,720 ,713 ,723 ,730 ,1800 ,3589 ,5398 ,1796 ,1804 ,7241 ,1817 ,1834 ,1833 ,2464 ,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/27,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,16,16,17,17,19,20,21,8,8,9,9,10,14,14,15,18,18,18,20,21,22,22,22,6,6,6,7,7,7,8,8,8,8,10,10,10,11,14,14,15,17,17,18,16,16,17,17,19,20,21,8,8,9,9,10,14,14,15,18,18,18,20,21,22,22,22,6,6,6,7,7,7,8,8,8,8,10,10,10,11,14,14,15,17,17,18
87,1794,1796,5399,5400,3591,4330,7240,1838,1838,1846,12993,612,4339,4344,3607,593,8986,1804,1808,1806,718,1088,1096,1091,1095,1086,2432,1104,1104,730,738,744,730,1857,3710,5621,1892,1896,7235,1812,1796,1801,2392,1801 ,1794 ,5400 ,5406 ,3607 ,4329 ,7243 ,1844 ,1849 ,1847 ,12999 ,618 ,4342 ,4344 ,3612 ,608 ,8990 ,1800 ,1804 ,1808 ,725 ,1095 ,1084 ,1083 ,1097 ,1092 ,2429 ,1092 ,1099 ,730 ,740 ,745 ,731 ,1857 ,3710 ,5606 ,1885 ,1902 ,7247 ,1814 ,1801 ,1803 ,2396 ,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,8,8,9,9,11,13,14,18,18,18,19,19,6,6,7,10,10,10,13,14,14,15,15,15,16,16,16,16,17,17,18,18,18,19,19,20,21,22,6,6,8,9,9,8,8,9,9,11,13,14,18,18,18,19,19,6,6,7,10,10,10,13,14,14,15,15,15,16,16,16,16,17,17,18,18,18,19,19,20,21,22,6,6,8,9,9
88,1843,1846,5542,5563,3735,4564,7235,1810,1801,1793,12586,600,4370,4367,3672,616,9288,1863,1903,1809,726,1082,1080,1092,1082,1084,2408,1087,1079,725,722,711,707,1791,3599,5419,1802,1815,7296,1827,1837,1853,2482,1842 ,1846 ,5537 ,5572 ,3742 ,4557 ,7240 ,1800 ,1797 ,1802 ,12592 ,600 ,4381 ,4381 ,3660 ,617 ,9282 ,1857 ,1904 ,1813 ,717 ,1088 ,1088 ,1080 ,1084 ,1080 ,2401 ,1092 ,1087 ,710 ,723 ,719 ,726 ,1797 ,3594 ,5412 ,1808 ,1819 ,7295 ,1821 ,1838 ,1863 ,2475 ,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/28,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,18,18,18,19,20,22,6,10,10,10,11,11,16,16,17,19,19,19,22,6,6,7,7,7,7,8,8,8,9,9,10,10,10,11,11,13,14,15,16,16,18,19,19,18,18,18,19,20,22,6,10,10,10,11,11,16,16,17,19,19,19,22,6,6,7,7,7,7,8,8,8,9,9,10,10,10,11,11,13,14,15,16,16,18,19,19
89,1792,1786,5395,5394,3611,4355,7297,1858,1853,1866,13092,631,4327,4320,3595,607,8990,1803,1813,1816,732,1089,1082,1096,1092,1106,2457,1108,1118,743,740,756,749,1878,3770,5663,1902,1803,7203,1790,1798,1802,2401,1800 ,1791 ,5396 ,5386 ,3612 ,4363 ,7294 ,1865 ,1851 ,1870 ,13101 ,629 ,4337 ,4314 ,3587 ,608 ,8994 ,1795 ,1825 ,1808 ,723 ,1100 ,1103 ,1093 ,1093 ,1103 ,2462 ,1105 ,1112 ,743 ,737 ,739 ,747 ,1888 ,3768 ,5657 ,1902 ,1804 ,7204 ,1804 ,1804 ,1808 ,2403 ,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,10,10,10,11,13,15,16,19,19,20,20,21,7,8,9,11,11,11,15,15,16,16,16,17,17,17,18,18,19,19,19,20,20,21,21,21,22,7,8,8,10,11,11,10,10,10,11,13,15,16,19,19,20,20,21,7,8,9,11,11,11,15,15,16,16,16,17,17,17,18,18,19,19,19,20,20,21,21,21,22,7,8,8,10,11,11
90,1856,1852,5604,5604,3812,4340,7209,1800,1788,1806,12631,603,4402,4397,3677,629,9421,1893,1804,1793,705,1083,1081,1077,1076,1075,2391,1075,1076,720,709,718,723,1812,3619,5429,1820,1825,7334,1840,1873,1868,2511,1870 ,1864 ,5615 ,5609 ,3803 ,4350 ,7204 ,1796 ,1804 ,1803 ,12645 ,600 ,4405 ,4400 ,3684 ,640 ,9415 ,1894 ,1811 ,1806 ,737 ,1078 ,1081 ,1091 ,1083 ,1085 ,2395 ,1076 ,1077 ,726 ,721 ,730 ,726 ,1812 ,3632 ,5431 ,1815 ,1829 ,7335 ,1845 ,1872 ,1866 ,2511 ,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/29,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,19,19,20,20,22,6,8,11,11,13,13,14,17,17,18,21,21,21,7,7,8,8,8,9,9,9,10,10,11,11,11,11,13,14,14,14,15,17,17,18,20,20,21,19,19,20,20,22,6,8,11,11,13,13,14,17,17,18,21,21,21,7,7,8,8,8,9,9,9,10,10,11,11,11,11,13,14,14,14,15,17,17,18,20,20,21
91,1802,1803,5423,5405,3638,4377,7327,1891,1885,1880,13313,632,4315,4316,3597,599,9045,1812,1811,1832,737,1102,1109,1111,1120,1115,2482,1115,1114,760,753,748,753,1924,3842,5439,1803,1799,7197,1801,1807,1805,2413,1799 ,1800 ,5408 ,5419 ,3624 ,4378 ,7338 ,1894 ,1891 ,1885 ,13309 ,637 ,4313 ,4318 ,3594 ,608 ,9048 ,1817 ,1822 ,1831 ,736 ,1103 ,1110 ,1108 ,1109 ,1108 ,2465 ,1115 ,1123 ,754 ,749 ,761 ,755 ,1928 ,3833 ,5427 ,1812 ,1804 ,7201 ,1796 ,1810 ,1801 ,2423 ,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,11,11,13,13,15,16,17,21,21,21,22,22,9,9,10,14,14,14,16,17,17,18,18,18,19,19,19,20,20,21,21,21,21,23,23,6,7,9,9,10,13,13,14,11,11,13,13,15,16,17,21,21,21,22,22,9,9,10,14,14,14,16,17,17,18,18,18,19,19,19,20,20,21,21,21,21,23,23,6,7,9,9,10,13,13,14
92,1883,1885,5657,5704,3617,4317,7194,1811,1805,1801,12722,608,4455,4461,3738,640,9594,1810,1797,1804,727,1081,1081,1083,1085,1075,2399,1079,1087,719,718,718,732,1820,3637,5471,1831,1845,7435,1847,1879,1914,2534,1886 ,1888 ,5650 ,5701 ,3625 ,4325 ,7200 ,1809 ,1806 ,1803 ,12708 ,605 ,4458 ,4460 ,3736 ,634 ,9592 ,1806 ,1799 ,1801 ,719 ,1082 ,1078 ,1084 ,1083 ,1081 ,2391 ,1076 ,1084 ,715 ,721 ,718 ,724 ,1817 ,3634 ,5472 ,1832 ,1835 ,7426 ,1865 ,1889 ,1907 ,2533 ,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/8/30,2020/8/30,2020/8/30,2020/8/30,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,21,21,21,22,6,8,9,14,14,14,15,15,19,19,20,23,23,6,8,9,9,10,10,10,11,11,11,13,13,14,14,14,14,15,15,16,17,18,19,19,21,22,22,21,21,21,22,6,8,9,14,14,14,15,15,19,19,20,23,23,6,8,9,9,10,10,10,11,11,11,13,13,14,14,14,14,15,15,16,17,18,19,19,21,22,22
93,1805,1810,5437,5454,3651,4422,7443,1904,1906,1797,12636,602,4320,4320,3612,605,9084,1819,1851,1839,745,1112,1131,1129,1130,1133,2507,1130,1135,761,732,729,727,1808,3609,5402,1792,1800,7200,1802,1813,1813,2424,1813 ,1808 ,5434 ,5449 ,3656 ,4420 ,7430 ,1907 ,1899 ,1813 ,12638 ,603 ,4320 ,4318 ,3600 ,602 ,9084 ,1817 ,1840 ,1849 ,744 ,1114 ,1119 ,1120 ,1129 ,1129 ,2512 ,1126 ,1145 ,768 ,725 ,720 ,728 ,1802 ,3611 ,5401 ,1799 ,1798 ,7196 ,1796 ,1806 ,1821 ,2420 ,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,14,14,14,15,16,18,19,22,22,6,7,7,11,11,13,15,15,15,18,18,19,19,20,20,20,21,21,21,22,22,6,6,6,7,7,8,9,10,11,11,14,15,15,14,14,14,15,16,18,19,22,22,6,7,7,11,11,13,15,15,15,18,18,19,19,20,20,20,21,21,21,22,22,6,6,6,7,7,8,9,10,11,11,14,15,15
94,1900,1918,5426,5419,3604,4305,7199,1822,1820,1819,12765,613,4497,4485,3800,591,9023,1805,1800,1802,727,1086,1085,1077,1084,1090,2413,1084,1085,735,739,727,726,1836,3667,5500,1845,1866,7492,1883,1814,1812,2410,1898 ,1933 ,5423 ,5408 ,3611 ,4311 ,7186 ,1833 ,1811 ,1828 ,12769 ,598 ,4489 ,4491 ,3806 ,611 ,9020 ,1806 ,1803 ,1798 ,718 ,1078 ,1091 ,1087 ,1091 ,1077 ,2418 ,1081 ,1089 ,720 ,719 ,722 ,733 ,1839 ,3666 ,5496 ,1850 ,1868 ,7483 ,1888 ,1810 ,1806 ,2406 ,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/3,2020/9/3,2020/9/3,2020/8/31,2020/8/31,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/3,2020/9/3,2020/9/3,22,23,6,7,8,10,11,15,15,16,16,17,20,20,22,7,7,7,10,10,11,11,11,13,13,13,14,14,15,15,15,15,16,17,17,17,18,20,20,21,6,6,7,22,23,6,7,8,10,11,15,15,16,16,17,20,20,22,7,7,7,10,10,11,11,11,13,13,13,14,14,15,15,15,15,16,17,17,17,18,20,20,21,6,6,7
95,1817,1819,5469,5475,3689,4448,7488,1809,1808,1793,12607,598,4338,4338,3621,611,9165,1835,1851,1865,738,1135,1131,1144,1146,1146,2528,1094,1092,721,722,718,729,1798,3599,5391,1796,1807,7224,1803,1832,1824,2450,1822 ,1819 ,5472 ,5463 ,3691 ,4450 ,7475 ,1803 ,1806 ,1798 ,12613 ,603 ,4325 ,4322 ,3627 ,604 ,9161 ,1839 ,1853 ,1872 ,754 ,1134 ,1134 ,1139 ,1147 ,1136 ,2531 ,1087 ,1084 ,727 ,720 ,723 ,720 ,1806 ,3602 ,5403 ,1799 ,1786 ,7214 ,1807 ,1816 ,1830 ,2439 ,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/1,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,15,15,16,16,18,19,20,7,7,8,8,9,13,13,14,17,17,17,19,20,20,21,21,22,22,22,22,6,6,7,7,7,7,9,9,9,10,13,13,14,16,16,17,15,15,16,16,18,19,20,7,7,8,8,9,13,13,14,17,17,17,19,20,20,21,21,22,22,22,22,6,6,7,7,7,7,9,9,9,10,13,13,14,16,16,17
96,1798,1816,5399,5409,3594,4323,7226,1827,1832,1824,12910,621,4563,4564,3621,605,8988,1791,1799,1801,715,1084,1089,1090,1095,1085,2432,1094,1090,721,731,738,735,1849,3686,5559,1862,1898,7602,1898,1802,1795,2401,1801 ,1808 ,5401 ,5400 ,3598 ,4301 ,7216 ,1833 ,1839 ,1833 ,12908 ,620 ,4567 ,4559 ,3616 ,608 ,9000 ,1796 ,1813 ,1801 ,720 ,1082 ,1087 ,1087 ,1096 ,1091 ,2422 ,1097 ,1108 ,731 ,731 ,733 ,737 ,1848 ,3690 ,5568 ,1867 ,1898 ,7609 ,1915 ,1803 ,1794 ,2388 ,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/4,2020/9/4,2020/9/4,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/2,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/3,2020/9/4,2020/9/4,2020/9/4,7,7,8,8,10,11,13,17,17,17,18,18,22,22,6,9,9,9,11,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,19,20,21,22,22,8,8,9,7,7,8,8,10,11,13,17,17,17,18,18,22,22,6,9,9,9,11,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,19,20,21,22,22,8,8,9
